year,cp,name,population,mayor,menor,
1900,44001,Ababuj,459,29.16,8.33
1900,44002,Abejuela,698,35.71,1.78
1900,44003,Aguatón,181,43.75,0
1900,44004,Aguaviva,1781,22.48,13.30
1900,44005,Aguilar del Alfambra,524,23.45,9.87
1900,44006,Alacón,931,48.85,5.02
1900,44007,Alba,634,39.22,8.28
1900,44008,Albalate del Arzobispo,4291,25.98,12.45
1900,44009,Albarracín,1932,24.00,11.70
1900,44010,Albentosa,1003,17.45,17.81
1900,44011,Alcaine,1103,50.00,4.34
1900,44012,Alcalá de la Selva,1648,26.63,8.35
1900,44013,Alcañiz,7699,19.28,17.49
1900,44014,Alcorisa,3119,21.86,15.71
1900,44016,Alfambra,1355,38.57,9.38
1900,44017,Aliaga,1754,29.41,9.90
1900,44018,Almohaja,243,35.48,11.29
1900,44019,Alobras,546,34.35,10.12
1900,44020,Alpeñés,224,38.09,9.52
1900,44021,Allepuz,1040,56.25,0
1900,44022,Alloza,1773,26.86,4.47
1900,44023,Allueva,216,45.00,0
1900,44024,Anadón,355,30.30,0
1900,44025,Andorra,2704,21.42,13.24
1900,44026,Arcos de las Salinas,1353,23.07,14.52
1900,44027,Arens de Lledó,759,35.98,6.07
1900,44028,Argente,716,37.98,10.09
1900,44029,Ariño,1366,24.81,10.07
1900,44031,Azaila,742,37.14,8.57
1900,44032,Bádenas,454,15.78,15.78
1900,44033,Báguena,1420,40.59,4.05
1900,44034,Bañón,693,28.66,8.28
1900,44035,Barrachina,697,33.62,7.75
1900,44036,Bea,170,24.24,6.06
1900,44037,Beceite,2252,27.81,10.18
1900,44038,Belmonte de San José,817,40.43,3.91
1900,44039,Bello,989,38.23,11.02
1900,44040,Berge,816,25.54,11.25
1900,44041,Bezas,357,19.04,4.76
1900,44042,Blancas,859,33.57,8.57
1900,44043,Blesa,1325,42.04,2.27
1900,44044,Bordón,586,27.02,15.31
1900,44045,Bronchales,950,22.29,8.96
1900,44046,Bueña,352,47.05,7.84
1900,44047,Burbáguena,1350,37.76,7.55
1900,44048,Cabra de Mora,563,26.08,2.89
1900,44049,Calaceite,2579,32.82,13.09
1900,44050,Calamocha,6017,20.20,15.60
1900,44051,Calanda,3924,21.78,14.03
1900,44052,Calomarde,422,35.06,3.89
1900,44053,Camañas,450,31.38,13.86
1900,44054,Camarena de la Sierra,882,24.39,12.19
1900,44055,Camarillas,816,25.00,8.33
1900,44056,Caminreal,1349,29.76,12.16
1900,44059,Cantavieja,1962,25.17,14.00
1900,44060,Cañada de Benatanduz,642,40.00,5.71
1900,44061,La Cañada de Verich,287,32.98,6.18
1900,44062,Cañada Vellida,201,44.73,2.63
1900,44063,Cañizar del Olivar,507,24.27,15.53
1900,44064,Cascante del Río,574,46.96,4.54
1900,44065,Castejón de Tornos,475,56.60,3.77
1900,44066,Castel de Cabra,623,35.78,8.42
1900,44067,Castelnou,680,45.45,0
1900,44068,Castelserás,2177,33.82,7.38
1900,44070,El Castellar,489,27.43,15.92
1900,44071,Castellote,5122,29.76,13.87
1900,44074,Cedrillas,957,22.08,14.98
1900,44075,Celadas,876,30.11,6.35
1900,44076,Cella,2567,27.00,13.17
1900,44077,La Cerollera,450,28.37,4.05
1900,44080,La Codoñera,1342,28.07,11.04
1900,44082,Corbalán,484,20.00,12.72
1900,44084,Cortes de Aragón,492,30.64,4.83
1900,44085,Cosa,385,42.00,2.00
1900,44086,Cretas,1562,30.55,13.85
1900,44087,Crivillén,937,37.77,7.77
1900,44088,La Cuba,357,23.80,11.90
1900,44089,Cubla,363,25.00,5.00
1900,44090,Cucalón,525,38.46,7.69
1900,44092,El Cuervo,576,48.61,2.77
1900,44093,Cuevas de Almudén,243,23.01,15.87
1900,44094,Cuevas Labradas,401,42.10,6.76
1900,44096,Ejulve,1291,32.25,8.06
1900,44097,Escorihuela,493,40.57,5.79
1900,44099,Escucha,707,19.40,13.06
1900,44100,Estercuel,964,27.31,7.80
1900,44101,Ferreruela de Huerva,262,32.85,5.71
1900,44102,Fonfría,205,43.33,0
1900,44103,Formiche Alto,1029,30.18,6.91
1900,44105,Fórnoles,742,39.53,4.65
1900,44106,Fortanete,1570,23.92,17.22
