year,cp,name,population
2011,44001, Ababuj,78
2011,44002, Abejuela,66
2011,44003, Aguatón,20
2011,44004, Aguaviva,693
2011,44005, Aguilar del Alfambra,70
2011,44006, Alacón,349
2011,44007, Alba,230
2011,44008, Albalate del Arzobispo,2115
2011,44009, Albarracín,1096
2011,44010, Albentosa,301
2011,44011, Alcaine,67
2011,44012, Alcalá de la Selva,516
2011,44013, Alcañiz,16420
2011,44014, Alcorisa,3622
2011,44016, Alfambra,677
2011,44017, Aliaga,382
2011,44021, Allepuz,129
2011,44022, Alloza,701
2011,44023, Allueva,23
2011,44018, Almohaja,29
2011,44019, Alobras,75
2011,44020, Alpeñés,26
2011,44024, Anadón,24
2011,44025, Andorra,8324
2011,44026, Arcos de las Salinas,100
2011,44027, Arens de Lledó,196
2011,44028, Argente,223
2011,44029, Ariño,914
2011,44031, Azaila,148
2011,44032, Bádenas,21
2011,44033, Báguena,386
2011,44034, Bañón,165
2011,44035, Barrachina,145
2011,44036, Bea,32
2011,44037, Beceite,608
2011,44039, Bello,274
2011,44038, Belmonte de San José,129
2011,44040, Berge,264
2011,44041, Bezas,82
2011,44042, Blancas,154
2011,44043, Blesa,132
2011,44044, Bordón,146
2011,44045, Bronchales,469
2011,44046, Bueña,65
2011,44047, Burbáguena,300
2011,44048, Cabra de Mora,87
2011,44049, Calaceite,1143
2011,44050, Calamocha,4628
2011,44051, Calanda,4004
2011,44052, Calomarde,103
2011,44053, Camañas,125
2011,44054, Camarena de la Sierra,159
2011,44055, Camarillas,130
2011,44056, Caminreal,718
2011,44059, Cantavieja,757
2011,44060, Cañada de Benatanduz,41
2011,44061, Cañada de Verich,112
2011,44062, Cañada Vellida,40
2011,44063, Cañizar del Olivar,106
2011,44064, Cascante del Río,102
2011,44065, Castejón de Tornos,68
2011,44066, Castel de Cabra,140
2011,44070, Castellar El,69
2011,44071, Castellote,805
2011,44067, Castelnou,120
2011,44068, Castelserás,832
2011,44074, Cedrillas,620
2011,44075, Celadas,434
2011,44076, Cella,2905
2011,44077, Cerollera La,103
2011,44080, Codoñera La,387
2011,44082, Corbalán,102
2011,44084, Cortes de Aragón,76
2011,44085, Cosa,60
2011,44086, Cretas,607
2011,44087, Crivillén,92
2011,44088, Cuba La,52
2011,44089, Cubla,68
2011,44090, Cucalón,101
2011,44092, Cuervo El,101
2011,44093, Cuevas de Almudén,141
2011,44094, Cuevas Labradas,135
2011,44096, Ejulve,203
2011,44097, Escorihuela,183
2011,44099, Escucha,1019
